08,1008,0.2,1.375,65.88,13.5,99.6,1,0,0
08,1008,0,1.354,58.29,13.5,99.6,1,0,0
08,1008,0.4,1.292,67.43,13.5,99.6,1,0,0
08,1008,0,0.917,60.89,13.5,99.6,1,0,0
08,1008,0.2,0.75,66.41,13.51,99.6,1,0,0
08,1008,0,0.979,73,13.51,99.6,1,0,0
08,1007,0,1.208,73.3,13.51,99.6,1,0,0
08,1007,0,0.917,65.67,13.53,99.6,1,0,0
08,1007,0,1.792,62.25,13.53,99.6,1,0,0
08,1007,0,1.354,70.3,13.5,99.6,1,0,0
08,1007,0.4,1.104,59.01,13.51,99.6,1,0,0
08,1007,0,0.979,64.45,13.5,99.6,1,0,0
08,1007,0,1.625,55.68,13.5,99.6,1,0,0
08,1007,0,1.104,65.13,13.51,99.6,1,0,0
08,1007,0,1.417,68.3,13.51,99.6,1,0,0
08,1007,0,1.25,58.52,13.52,99.6,1,0,0
08,1007,0,0.813,78.7,13.51,99.6,1,0,0
08,1007,0,1.563,70.9,13.51,99.6,1,0,0
08,1007,0,1.458,53.89,13.51,99.6,1,0,0
08,1007,0,1.563,75.7,13.51,99.6,1,0,0
08,1007,0,1.792,70.1,13.49,99.6,1,0,0
08,1007,0,1.458,72.8,13.48,99.6,1,0,0
08,1007,0,1.313,64.21,13.51,99.6,1,0,0
08,1007,0,1.438,65,13.49,99.6,1,0,0
08,1007,0,1.208,71.4,13.51,99.6,1,0,0
08,1007,0,1.688,61.9,13.51,99.6,1,0,0
08,1007,0,1.875,59.01,13.51,99.6,1,0,0
08,1007,0,0.75,78.7,13.52,99.6,1,0,0
08,1007,0,1.458,58.53,13.51,99.6,1,0,0
08,1007,0,1.813,62.06,13.51,99.7,1,0,0
08,1007,0,1.563,59.65,13.51,99.6,1,0,0
08,1007,0,1.813,68.41,13.51,99.7,1,0,0
08,1007,0,1.729,64.88,13.51,99.7,1,0,0
08,1007,0,1.375,63.54,13.52,99.7,1,0,0
08,1007,0,1.833,53.95,13.51,99.7,1,0,0
08,1007,0,1.417,67.32,13.51,99.7,1,0,0
08,1007,0,1.667,56.55,13.51,99.7,1,0,0
08,1007,0,1.313,58.91,13.51,99.7,1,0,0
08,1007,0,1.125,62.52,13.51,99.7,1,0,0
08,1007,0,1.313,55.22,13.51,99.7,1,0,0
08,1007,0,1.896,54.29,13.51,99.7,1,0,0
08,1007,0,1.313,47.1,13.47,99.7,1,0,0
08,1007,0,0.958,63.85,13.51,99.7,1,0,0
08,1007,0.2,1.229,49.34,13.5,99.7,1,0,0
08,1007,0,1.417,63.59,13.5,99.7,1,0,0
08,1007,0,1.104,73.5,13.52,99.7,1,0,0
08,1007,0.4,0.792,59.36,13.52,99.7,1,0,0
08,1007,0.2,0.917,53.6,13.5,99.7,1,0,0
08,1007,0,1.75,48.18,13.47,99.7,1,0,0
08,1007,0.4,1.583,55.87,13.43,99.7,1,0,0
10,998,0,5.354,247.8,4.261,81.7,0,1,0
