10,998,0,5.083,247.7,4.258,81.6,0,1,0
10,998,0,5.333,236.5,4.264,81.6,0,1,0
10,998,0,4.375,237.9,4.272,81.5,0,1,0
10,998,0,4.792,246.3,4.258,81.5,0,1,0
10,998,0,5.458,246.2,4.275,81.4,0,1,0
10,998,0,5.125,240.1,4.316,81.1,0,1,0
10,998,0,5.021,251.3,4.322,81,0,1,0
10,998,0,5.354,250.2,4.346,80.9,0,1,0
10,998,0,4.458,240.6,4.374,80.8,0,1,0
10,998,0,5.083,241.9,4.357,80.7,0,1,0
10,998,0,5.354,247.8,4.379,80.7,0,1,0
10,998,0,4.417,251.3,4.368,80.7,0,1,0
10,998,0,4.771,247.8,4.371,80.8,0,1,0
10,998,0,3.563,257.1,4.355,80.9,0,1,0
10,998,0,3.917,250.5,4.33,81,0,1,0
10,998,0,4.333,246,4.316,81.1,0,1,0
10,998,0,3.958,247.3,4.286,81.3,0,1,0
10,998,0,4.729,243,4.316,81.1,0,1,0
10,998,0,4.229,240.3,4.325,81.1,0,1,0
10,998,0,4.208,257.9,4.341,81,0,1,0
10,998,0,3.604,247.4,4.322,81.1,0,1,0
10,998,0,3.771,245.8,4.295,81.4,0,1,0
10,998,0,4.167,251.8,4.287,81.5,0,1,0
10,998,0,5.208,249.4,4.317,81.3,0,1,0
10,998,0,4.292,254.4,4.333,81.3,0,1,0
10,998,0,4.604,243.9,4.339,81.3,0,1,0
10,998,0,3.979,244.4,4.333,81.3,0,1,0
10,998,0,5.146,239.5,4.344,81.3,0,1,0
10,998,0,5,248.6,4.385,81,0,1,0
10,998,0,4.667,247.5,4.371,81.1,0,1,0
10,998,0,4.313,250.4,4.366,81.2,0,1,0
10,998,0,4.5,248.9,4.347,81.5,0,1,0
10,998,0,5.188,251.2,4.366,81.4,0,1,0
10,998,0,3.854,238.2,4.369,81.5,0,1,0
10,998,0,4.208,248.4,4.399,81.4,0,1,0
10,998,0,3.583,253.7,4.404,81.5,0,1,0
10,998,0,4.313,263.1,4.432,81.4,0,1,0
10,998,0,4.5,247.2,4.467,81.3,0,1,0
10,998,0,4.625,258.8,4.538,80.9,0,1,0
10,998,0,4.896,253.4,4.566,80.9,0,1,0
10,998,0,4.104,247,4.593,80.8,0,1,0
10,998,0,4.063,239,4.601,80.9,0,1,0
10,998,0,4.542,249.2,4.601,81,0,1,0
10,998,0,3.208,241,4.588,81.1,0,1,0
10,998,0,5.042,238.1,4.596,81.1,0,1,0
10,998,0,4.313,236.4,4.601,81.1,0,1,0
10,998,0,5.167,249,4.598,81.2,0,1,0
10,998,0,4.167,246.5,4.609,81.2,0,1,0
10,998,0,4.271,249.3,4.596,81.3,0,1,0
01,1004,0,2.375,128.3,2.091,88.2,0,0,1
01,1004,0,2.708,126.7,2.11,88.2,0,0,1
01,1004,0,2.333,125.7,2.123,88.2,0,0,1
01,1004,0,2.083,129.4,2.132,88.2,0,0,1
01,1004,0,2.542,130,2.151,88.2,0,0,1
01,1004,0,1.625,108.9,2.153,88.2,0,0,1
01,1004,0,1.708,130.1,2.194,88.2,0,0,1
01,1004,0,2.438,116.6,2.197,88.2,0,0,1
01,1004,0,1.875,125.6,2.203,88.2,0,0,1
01,1004,0,1.354,126.2,2.225,88.1,0,0,1
01,1004,0,1.313,107.6,2.211,88.1,0,0,1
01,1004,0,1.458,120.5,2.227,88.1,0,0,1
01,1004,0,2.583,116.4,2.241,88,0,0,1
01,1004,0,1.208,91.8,2.257,88,0,0,1
01,1004,0,1.188,85.4,2.285,88,0,0,1
01,1004,0,1.917,131.7,2.279,88,0,0,1
01,1004,0,1.563,92.1,2.279,88,0,0,1
01,1004,0,1.563,95.9,2.274,88,0,0,1
01,1004,0,2.479,137.6,2.285,87.9,0,0,1
01,1004,0,0.958,94,2.307,87.9,0,0,1
01,1004,0,0.938,105.7,2.339,87.9,0,0,1
01,1004,0,1.104,90.6,2.359,87.9,0,0,1
01,1004,0,1.125,120.2,2.361,87.9,0,0,1
01,1004,0,1.313,124.7,2.389,87.9,0,0,1
01,1004,0,0.938,115.9,2.397,87.8,0,0,1
01,1004,0,2.583,120.2,2.408,87.8,0,0,1
01,1004,0,1.813,125.6,2.427,87.8,0,0,1
01,1004,0,1.646,101.7,2.443,87.7,0,0,1
01,1004,0,1.896,108.6,2.435,87.7,0,0,1
01,1004,0,1.833,109.4,2.473,87.7,0,0,1
01,1004,0,1.604,92.7,2.517,87.6,0,0,1
01,1004,0,1.229,148.1,2.55,87.7,0,0,1
01,1004,0,2.5,152.7,2.569,87.6,0,0,1
01,1004,0.2,1.125,116.1,2.575,87.6,0,0,1
01,1004,0,1.521,119.5,2.616,87.5,0,0,1
01,1004,0,1.625,119.3,2.61,87.4,0,0,1
01,1004,0,1.083,120.7,2.657,87.4,0,0,1
01,1004,0,1.5,110.9,2.684,87.4,0,0,1
01,1004,0,1.271,84.2,2.717,87.4,0,0,1
01,1004,0,3.146,139.8,2.72,87.2,0,0,1
01,1004,0,2.229,162.8,2.706,87.2,0,0,1
01,1004,0,1.167,105.9,2.741,87.1,0,0,1
01,1004,0,2.125,124.8,2.75,87.1,0,0,1
01,1004,0,2.813,131.6,2.752,87,0,0,1
01,1004,0,2.479,123.6,2.763,87,0,0,1
01,1004,0,2.354,111.5,2.785,86.9,0,0,1
01,1004,0,3.771,119.4,2.807,86.8,0,0,1
01,1003,0,3.5,151.7,2.804,86.7,0,0,1
01,1004,0,2.583,114.7,2.815,86.6,0,0,1
01,1004,0,2.417,118,2.826,86.6,0,0,1
